id,description,neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,description_clean,desc_word_count,log_price,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price_norm,geo_cluster
596925242101070405,"Welcome to our chic loft, steps from SF’s most famous landmarks, including the Ferry Building, Bay Bridge, and Oracle Park. <br /><br />The fully equipped kitchen is perfect for preparing your favorite meals. Thoughtfully designed with designer furniture and heated floors, every detail has been curated for your ultimate comfort.<br /><br />Please note: We do not have a TV in the loft, so it's perfect for those looking to disconnect and fully enjoy the city's vibrant energy.",South of Market,37.788177490234375,-122.39252471923828,Entire home/apt,4,9,5.0,t,11,191,41,welcome to our chic loft steps from sfs most famous landmarks including the ferry building bay bridge and oracle park   the fully equipped kitchen is perfect for preparing your favorite meals thoughtfully designed with designer furniture and heated floors every detail has been curated for your ultimate comfort  please note we do not have a tv in the loft so its perfect for those looking to disconnect and fully enjoy the citys vibrant energy,74,5.552959584921617,0.5,0.25,0.75,0.4717544653727035,1
597214254931666886,"Cozy, modern studio in a secured building located in the heart of downtown SF (SoMa). This unit is bathed in natural light with high ceilings and equipped with radiant heated flooring, automated blackout shades, lightning-fast internet, and a roof deck with breathtaking city views. Enjoy easy access to major public transportation, freeways, and attractions within walking distance such as Whole Foods, Oracle Park, Yerba Buena Gardens, SF MOMA, Westfield/Metreon shopping centers, and much more.",South of Market,37.78201,-122.39834,Entire home/apt,2,9,4.78,f,2,297,55,cozy modern studio in a secured building located in the heart of downtown sf soma this unit is bathed in natural light with high ceilings and equipped with radiant heated flooring automated blackout shades lightningfast internet and a roof deck with breathtaking city views enjoy easy access to major public transportation freeways and attractions within walking distance such as whole foods oracle park yerba buena gardens sf moma westfieldmetreon shopping centers and much more,74,4.882801922586371,0.5,0.5,0.5,0.3271073900865205,1
598112337364714927,"This special place is close to everything, making it easy to plan your visit. located in one of the safest neighborhoods in SF and 3 blocks from the beach.  This ground floor unit was built in 2017 and this is for one of the 2 bedrooms. Bathroom is located outside the room and is for your private use as the other bedroom has its own bathroom. Kitchenette with full refrigerator, toaster oven, microwave and portable electric stove. If you need a rental car, let me know. I have 2 rentals Turo app.",Outer Sunset,37.74923,-122.50577,Private room,2,63,4.7,f,5,179,35,this special place is close to everything making it easy to plan your visit located in one of the safest neighborhoods in sf and 3 blocks from the beach  this ground floor unit was built in 2017 and this is for one of the 2 bedrooms bathroom is located outside the room and is for your private use as the other bedroom has its own bathroom kitchenette with full refrigerator toaster oven microwave and portable electric stove if you need a rental car let me know i have 2 rentals turo app,92,4.110873864173311,0.5,0.5,0.5,0.1604941552371153,17
599282510275955875,"Enjoy a stylish experience at this centrally located place. Close to Union Square and the cable car, this hotel suite offers a quintessential San Francisco experience. Your room at the Donatello is well equipped for exploring the city with a king size bed and a full bathroom.<br /><br />The workout room means you don't have to leave your routine when you're away from home, and WiFi is included. This is a spacious hotel suite (~400 square feet) in a great area of San Francisco.",Downtown/Civic Center,37.78725,-122.40944,Entire home/apt,3,2,5.0,t,0,4,21,enjoy a stylish experience at this centrally located place close to union square and the cable car this hotel suite offers a quintessential san francisco experience your room at the donatello is well equipped for exploring the city with a king size bed and a full bathroom  the workout room means you dont have to leave your routine when youre away from home and wifi is included this is a spacious hotel suite 400 square feet in a great area of san francisco,83,4.844187086458591,0.0,0.3333333333333333,0.3333333333333333,0.3187727497138728,4
599294001738584684,"Close to Union Square and the cable car, this hotel suite offers a quintessential San Francisco experience. Your room at the Donatello is well equipped for exploring the city with a king size bed and a full bathroom.<br /><br />The workout room means you don't have to leave your routine when you're away from home, and WiFi is included. This is a spacious hotel suite (~400 square feet) in a great area of San Francisco. Place has a style all its own.",Downtown/Civic Center,37.78823,-122.40944,Entire home/apt,3,4,5.0,t,0,6,21,close to union square and the cable car this hotel suite offers a quintessential san francisco experience your room at the donatello is well equipped for exploring the city with a king size bed and a full bathroom  the workout room means you dont have to leave your routine when youre away from home and wifi is included this is a spacious hotel suite 400 square feet in a great area of san francisco place has a style all its own,81,5.298317366548036,0.0,0.3333333333333333,0.6666666666666666,0.41679239569528753,4
599303617759182454,"This unique Close to Union Square and the cable car, this hotel suite offers a quintessential San Francisco experience. Your room at the Donatello is well equipped for exploring the city with a king size bed and a full bathroom.<br /><br />The workout room means you don't have to leave your routine when you're away from home, and WiFi is included. This is a spacious hotel suite (~400 square feet) in a great area of San Francisco.",Downtown/Civic Center,37.78902,-122.41001,Entire home/apt,3,5,5.0,t,0,8,21,this unique close to union square and the cable car this hotel suite offers a quintessential san francisco experience your room at the donatello is well equipped for exploring the city with a king size bed and a full bathroom  the workout room means you dont have to leave your routine when youre away from home and wifi is included this is a spacious hotel suite 400 square feet in a great area of san francisco,76,5.298317366548036,0.0,0.3333333333333333,0.6666666666666666,0.41679239569528753,4
599521892791564146,"Step into a piece of San Francisco history at this centrally-located Victorian home. You will enjoy the two top floors of this recently-renovated 1890 Building, filled with high-end furnishings and linens, yet perfect for families. You will have a private yard for Al fresco dining - a quiet oasis in the center of the city. The chef in the family will appreciate the large, luxurious kitchen. You will be just a few blocks to the beautiful Presidio and the beautiful shopping in Presidio Heights.",Western Addition,37.785175,-122.445808,Entire home/apt,8,16,4.88,f,0,227,32,step into a piece of san francisco history at this centrallylocated victorian home you will enjoy the two top floors of this recentlyrenovated 1890 building filled with highend furnishings and linens yet perfect for families you will have a private yard for al fresco dining  a quiet oasis in the center of the city the chef in the family will appreciate the large luxurious kitchen you will be just a few blocks to the beautiful presidio and the beautiful shopping in presidio heights,83,6.354370040797351,0.375,0.3125,0.5,0.6447311916884902,24
600137259808003715,"We are:<br />*10 minutes WALK to Balboa Park Bart Station<br />*13 minutes WALK to City College of SF<br />*One block away from Bus 29 and 49, they will takes you to GG Park, Downtown SF, and Pier 39<br />*6 minutes WALK to laundromat, restaurants, supermarkets, cafes, banks, and transit.",Outer Mission,37.72433,-122.43883,Private room,3,124,4.69,f,26,176,27,we are 10 minutes walk to balboa park bart station 13 minutes walk to city college of sf one block away from bus 29 and 49 they will takes you to gg park downtown sf and pier 39 6 minutes walk to laundromat restaurants supermarkets cafes banks and transit,49,4.174387269895637,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.17420291199024376,12
600141797225938634,"This is a spacious suite with private bathroom, counter.<br /><br />This room is at the back of our house behind the garage,  window towards the wall. It has a Queen sized bed that sleeps two people. It's also equipped with a private counter. <br /><br />My husband and I are living upstairs, but you have your own private access downstairs to your room after entering the main door.",Outer Sunset,37.75499,-122.50457,Entire home/apt,2,214,4.97,t,4,203,27,this is a spacious suite with private bathroom counter  this room is at the back of our house behind the garage  window towards the wall it has a queen sized bed that sleeps two people its also equipped with a private counter   my husband and i are living upstairs but you have your own private access downstairs to your room after entering the main door,65,4.7535901911063645,0.0,0.5,0.5,0.2992182826395974,17
600591926029634502,"We are:<br />*10 minutes WALK to Balboa Park Bart Station<br />*13 minutes WALK to City College of SF<br />*One block away from Bus 29 and 49, they will takes you to GG Park, Downtown SF, and Pier 39<br />*6 minutes WALK to laundromat, restaurants, supermarkets, cafes, banks, and transit.",Outer Mission,37.72401,-122.44045,Private room,1,138,4.57,f,15,165,26,we are 10 minutes walk to balboa park bart station 13 minutes walk to city college of sf one block away from bus 29 and 49 they will takes you to gg park downtown sf and pier 39 6 minutes walk to laundromat restaurants supermarkets cafes banks and transit,49,3.9889840465642745,1.0,1.0,1.0,0.13418541236178047,12
600594946635588626,"We are:<br />*10 minutes WALK to Balboa Park Bart Station<br />*13 minutes WALK to City College of SF<br />*One block away from Bus 29 and 49, they will takes you to GG Park, Downtown SF, and Pier 39<br />*6 minutes WALK to laundromat, restaurants, supermarkets, cafes, banks, and transit.",Outer Mission,37.72261,-122.44019,Private room,3,144,4.65,f,9,159,26,we are 10 minutes walk to balboa park bart station 13 minutes walk to city college of sf one block away from bus 29 and 49 they will takes you to gg park downtown sf and pier 39 6 minutes walk to laundromat restaurants supermarkets cafes banks and transit,49,3.9318256327243257,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.12184831938408368,12
600743308886437311,Your whole group will be comfortable in this spacious and unique space. Filled with interesting art and 15 foot ceilings.,Mission,37.75401,-122.41586,Private room,4,111,4.99,t,1,189,66,your whole group will be comfortable in this spacious and unique space filled with interesting art and 15 foot ceilings,20,5.424950017481403,0.5,0.25,0.75,0.4441248334524261,20
600748188778865589,"Wonderful location in Pacific Heights.  Close to The Presidio, Lyon St Steps, shops and restaurants on Fillmore St, Sacramento St, Union St, Chestnut St and California St.  Target, Trader Joe’s, Mollie Stones and other grocers nearby.  Few blocks from Alta Plaza Park, Presidio Golf Course.  Dozens of amazing restaurants nearby.",Pacific Heights,37.79283,-122.44534,Entire home/apt,2,2,5.0,f,0,265,28,wonderful location in pacific heights  close to the presidio lyon st steps shops and restaurants on fillmore st sacramento st union st chestnut st and california st  target trader joes mollie stones and other grocers nearby  few blocks from alta plaza park presidio golf course  dozens of amazing restaurants nearby,50,4.736198448394496,0.5,0.5,0.5,0.295464442522877,3
601608794814096081,"Sunny 2 generous bedroom flat (one Cal King, one King) with big living room with a 55"" HDTV and cable, dining Room (see photos), fully equipped kitchen , laundry room with washer/dryer (help yourself to supplies) in flat. Less than a block off Valencia St. Only one bathroom. BART (subway) 4.5 blocks away. Downtown 3 stops (Powell). Montgomery 4 stops. Streetcar to downtown 2.5 blocks away. Big, sunny backyard if so inclined. Public parking garage 1 block away.",Mission,37.75814,-122.42161,Entire home/apt,4,43,4.91,t,7,15,16,sunny 2 generous bedroom flat one cal king one king with big living room with a 55 hdtv and cable dining room see photos fully equipped kitchen  laundry room with washerdryer help yourself to supplies in flat less than a block off valencia st only one bathroom bart subway 45 blocks away downtown 3 stops powell montgomery 4 stops streetcar to downtown 25 blocks away big sunny backyard if so inclined public parking garage 1 block away,77,6.042632833682381,0.5,0.25,0.5,0.5774457187298805,9
602128451319116463,Private guest studio with full bathroom and private side entrance  in trendy Mission,Mission,37.7599,-122.41039,Entire home/apt,2,145,4.94,t,0,177,34,private guest studio with full bathroom and private side entrance  in trendy mission,13,4.867534450455582,0.5,0.5,0.5,0.32381205331004254,20
603452864595314035,"Visitors' dream location in Russian Hill!  Newly renovated, family-friendly flat one block from Lombard Street, Hyde St Cable Car, Swenson's Ice Cream, and several quaint restaurants and hip cocktail spots; Golden Gate Bridge and Alcatraz views from Alice Marble Tennis Courts and brand new Francisco Park; Coit Tower view from Filbert St.<br /><br />7 min walk to Aquatic Park for swimmers or Fort Mason for joggers.  15-20 min bike to Golden Gate Bridge, Giants, or Warriors games. 50 yds from key bus stop.",Russian Hill,37.80046,-122.42021,Entire home/apt,7,61,5.0,t,17,147,39,visitors dream location in russian hill  newly renovated familyfriendly flat one block from lombard street hyde st cable car swensons ice cream and several quaint restaurants and hip cocktail spots golden gate bridge and alcatraz views from alice marble tennis courts and brand new francisco park coit tower view from filbert st  7 min walk to aquatic park for swimmers or fort mason for joggers  1520 min bike to golden gate bridge giants or warriors games 50 yds from key bus stop,82,6.641182169740591,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.7066368266456112,18
604268938627203670,"Featuring a 7th floor/corner location, gorgeous unobstructed Bay and Bay Bridge views from every room. Upscale modern contemporary furnishings and décor, formal living/dining combined, fully equipped kitchen with modern appliances. Located just off The Embarcadero, an ideal location for strolling, bicycling or jogging along the Embarcadero to the Ferry building. Within walking distance to groceries, many diverse restaurants, bars, Oracle Park, Chase Center, SF MOMA, Moscone Center and much more.",South of Market,37.78814,-122.38972,Entire home/apt,4,2,5.0,f,0,57,32,featuring a 7th floorcorner location gorgeous unobstructed bay and bay bridge views from every room upscale modern contemporary furnishings and dcor formal livingdining combined fully equipped kitchen with modern appliances located just off the embarcadero an ideal location for strolling bicycling or jogging along the embarcadero to the ferry building within walking distance to groceries many diverse restaurants bars oracle park chase center sf moma moscone center and much more,70,5.579729825986222,0.5,0.5,0.5,0.4775325640087884,1
604269094449636024,"Fall in love with San Francisco in this peaceful and serene 2 bedroom 2 bath in Corona Heights, perched just above the Castro/ Eureka Valley. Sun filled and bright, this home is fused with classic and modern elements offering a place to recharge or focus on your ventures. Features include a large and livable floorplan, classic and comfortable furnishings, huge white on white kitchen with granite countertops, spacious bedrooms, lots of windows and a sizable balcony with stunning views.",Castro/Upper Market,37.76228,-122.43931,Entire home/apt,3,1,1.0,f,16,76,29,fall in love with san francisco in this peaceful and serene 2 bedroom 2 bath in corona heights perched just above the castro eureka valley sun filled and bright this home is fused with classic and modern elements offering a place to recharge or focus on your ventures features include a large and livable floorplan classic and comfortable furnishings huge white on white kitchen with granite countertops spacious bedrooms lots of windows and a sizable balcony with stunning views,79,5.272999558563747,0.6666666666666666,0.6666666666666666,1.0,0.41132779074721687,21
604579450392557008,Kick your feet up after a long day of touring San Francisco and live like a local at our beach flat in the Outer Sunset district of the city!<br /><br />Enjoy morning walks along the beach with a coffee from the flat or a special cup of joe from the many options nearby. Feeling extra perky? Take a stroll to Lands End and get a view of the Golden Gate Bridge!,Outer Sunset,37.75522,-122.507,Entire home/apt,4,107,4.99,t,4,69,55,kick your feet up after a long day of touring san francisco and live like a local at our beach flat in the outer sunset district of the city  enjoy morning walks along the beach with a coffee from the flat or a special cup of joe from the many options nearby feeling extra perky take a stroll to lands end and get a view of the golden gate bridge,70,5.7899601708972535,0.5,0.25,0.5,0.5229087586520333,17
606462114101600682,"Modern apartment in a quiet residential neighborhood centrally located in the city. From here you'll have easy access via car or public transportation to all parts of the city. Street parking here is easily available.<br /><br />The unit features two bedrooms, a fully equipped kitchen, spacious living and dining area, and separate outdoor space.  You will have your own entrance and access to washer and dryer.",Diamond Heights,37.74652,-122.44455,Entire home/apt,4,13,4.92,t,0,212,56,modern apartment in a quiet residential neighborhood centrally located in the city from here youll have easy access via car or public transportation to all parts of the city street parking here is easily available  the unit features two bedrooms a fully equipped kitchen spacious living and dining area and separate outdoor space  you will have your own entrance and access to washer and dryer,65,4.962844630259907,0.5,0.25,0.5,0.3443838374267168,21
607426265609284906,"Surround yourself with style in this standout space located on the iconic Fillmore Street. This condo exudes mid-century modern style. Enjoy the convenience of a 99 walk and bike score.  Stroll to the best restaurants, cafe's and shops the city has to offer or enjoy walking to world class parks such as Alamo Square (where you can see the painted ladies), Alta Plaza or Lafayette.",Western Addition,37.78262,-122.43098,Entire home/apt,4,13,5.0,t,0,332,74,surround yourself with style in this standout space located on the iconic fillmore street this condo exudes midcentury modern style enjoy the convenience of a 99 walk and bike score  stroll to the best restaurants cafes and shops the city has to offer or enjoy walking to world class parks such as alamo square where you can see the painted ladies alta plaza or lafayette,65,5.796057750765372,0.5,0.5,0.5,0.5242248625240294,6
607955208228847798,Modern Contemporary Design for luxurious comfort. Kitchen with high-end appliances and granite finish counter top along with full kitchen accessories. In unit laundry. Two sizeable bedrooms with upscale finished bathroom. Full and private backyard access exclusive for this unit. Easy transit and parking options. A rare found in San Francisco.,Bernal Heights,37.734814,-122.418434,Entire home/apt,2,4,4.75,t,0,212,51,modern contemporary design for luxurious comfort kitchen with highend appliances and granite finish counter top along with full kitchen accessories in unit laundry two sizeable bedrooms with upscale finished bathroom full and private backyard access exclusive for this unit easy transit and parking options a rare found in san francisco,50,5.0106352940962555,1.0,0.5,1.0,0.3546989918126631,2
608179813357114879,"Beautiful, new condo within steps of Oracle  Park (where the SF Giants play). The condo has two bedrooms with 2.5 bathrooms and a den with a murphy bed.  The condo sleeps 6 comfortably.  Fast internet connection (fiberoptic) through web pass is included.  Easy access to CA Train and SF Muni.  Paid parking is available across the street.",South of Market,37.77677,-122.39142,Entire home/apt,6,20,5.0,f,0,0,47,beautiful new condo within steps of oracle  park where the sf giants play the condo has two bedrooms with 25 bathrooms and a den with a murphy bed  the condo sleeps 6 comfortably  fast internet connection fiberoptic through web pass is included  easy access to ca train and sf muni  paid parking is available across the street,57,6.376726947898627,0.3333333333333333,0.4166666666666667,0.5,0.6495567147055303,1
608313662139969795,"Located in a historical building more than 100 years old, this San Francisco resort is the perfect home base for your Bay Area adventure. <br /><br />• Guest checking in must be 21+ with valid ID.<br />. Paid Valet Parking $56 (plus tax) per night.<br />• Guest must have debit/credit card to put $250 refundable security deposit on hold at resort check-in.<br />• Name on reservation must match photo ID at check-in. Please confirm your first and last name as shown on I.D when submitting a booking.",Downtown/Civic Center,37.78937,-122.40726,Entire home/apt,2,13,4.69,t,14,14,35,located in a historical building more than 100 years old this san francisco resort is the perfect home base for your bay area adventure    guest checking in must be 21 with valid id  paid valet parking 56 plus tax per night  guest must have debitcredit card to put 250 refundable security deposit on hold at resort checkin  name on reservation must match photo id at checkin please confirm your first and last name as shown on id when submitting a booking,81,4.897839799950911,0.0,0.5,1.0,0.3303531710445616,4
608328445772776049,"Located in a historical building more than 100 years old, this San Francisco resort is the perfect home base for your Bay Area adventure. <br /><br />• Guest checking in must be 21+ with valid ID.<br />. Paid Valet Parking $56 (plus tax) per night.<br />• Guest must have debit/credit card to put $250 refundable security deposit on hold at resort check-in.<br />• Name on reservation must match photo ID at check-in. Please confirm your first and last name as shown on I.D when submitting a booking.",Downtown/Civic Center,37.78964,-122.40762,Entire home/apt,4,11,4.91,t,12,12,36,located in a historical building more than 100 years old this san francisco resort is the perfect home base for your bay area adventure    guest checking in must be 21 with valid id  paid valet parking 56 plus tax per night  guest must have debitcredit card to put 250 refundable security deposit on hold at resort checkin  name on reservation must match photo id at checkin please confirm your first and last name as shown on id when submitting a booking,81,5.337538079701318,0.25,0.25,0.5,0.4252578087870243,4
608607630489019380,1801 Mission is the brand new building on the block offering high tech and luxury living in the heart of the vibrant Mission.,Mission,37.76705,-122.42038,Entire home/apt,2,5,4.8,f,0,296,40,1801 mission is the brand new building on the block offering high tech and luxury living in the heart of the vibrant mission,23,4.927253685157205,0.5,0.5,0.5,0.33670187480043323,9
608861075669670362,"Cosy, comfortable, and quiet unit with direct access to a lovely garden. 10 min. from the airport, 30 min. from downtown via express bus. Well-connected, sunny neighborhood. Free street parking. Views of the bay, mature redwood trees, easy to get to attractions. Walking distance to bustling food corridor, with restaurants, cafes, grocery stores, ATMs, pharmacy, salons, library, and more. Blocks from largest park in the city with sweeping views, historic greenhouses, and unique Freeway Greenway.",Visitacion Valley,37.72109,-122.4055,Entire home/apt,2,199,4.92,t,1,79,56,cosy comfortable and quiet unit with direct access to a lovely garden 10 min from the airport 30 min from downtown via express bus wellconnected sunny neighborhood free street parking views of the bay mature redwood trees easy to get to attractions walking distance to bustling food corridor with restaurants cafes grocery stores atms pharmacy salons library and more blocks from largest park in the city with sweeping views historic greenhouses and unique freeway greenway,75,4.532599493153256,0.5,0.5,0.5,0.25151956945473114,14
609504840086648452,"Located at the base of Telegraph Hill, this bright and fully furnished 1BR condo offers a stylish retreat in the quiet North Waterfront. Enjoy a newly remodeled kitchen with modern appliances, a cozy living room with a flat-screen TV, Netflix, and cable, and a dining nook with natural views. The serene bedroom features a queen bed, full closet, and desk area. High-speed Wi-Fi, housewares, linens, and bi-weekly maid service available to complete this comfortable home.",North Beach,37.8053,-122.40647,Entire home/apt,2,1,4.0,f,0,59,34,located at the base of telegraph hill this bright and fully furnished 1br condo offers a stylish retreat in the quiet north waterfront enjoy a newly remodeled kitchen with modern appliances a cozy living room with a flatscreen tv netflix and cable and a dining nook with natural views the serene bedroom features a queen bed full closet and desk area highspeed wifi housewares linens and biweekly maid service available to complete this comfortable home,75,5.0106352940962555,0.5,0.5,0.5,0.3546989918126631,18
610446947094958007,"Newly Built (2022) Garden Suite with its own private entrance, exclusive luxurious bath, kitchenette with microwave, air fryer, toaster, full-size refrigerator, and direct access to a tranquil backyard. This modern suite is located in a quiet residential and convenient neighborhood. Our home is located half a block away from a recreation facility, a few blocks away from grocery stores, restaurants and near local freeways 101/280. This is the perfect location to explore San Francisco!",Excelsior,37.72716,-122.40977,Entire home/apt,2,211,4.9,t,6,238,45,newly built 2022 garden suite with its own private entrance exclusive luxurious bath kitchenette with microwave air fryer toaster fullsize refrigerator and direct access to a tranquil backyard this modern suite is located in a quiet residential and convenient neighborhood our home is located half a block away from a recreation facility a few blocks away from grocery stores restaurants and near local freeways 101280 this is the perfect location to explore san francisco,74,4.406719247264253,0.5,0.5,0.5,0.2243495310779392,2
610813306685865942,"Enjoy a stylish experience at this centrally-located place. Newly remodeled and furnished apartment minutes away from Moscone Center, Union Square, San Francisco Shopping Center, music venues, and theaters.",South of Market,37.77948080953465,-122.40405560716614,Entire home/apt,6,21,4.95,t,15,139,46,enjoy a stylish experience at this centrallylocated place newly remodeled and furnished apartment minutes away from moscone center union square san francisco shopping center music venues and theaters,28,6.300785794663244,0.5,0.16666666666666666,0.5,0.6331655483774746,1
611080712887567223,"Welcome to your gorgeous 1BR/1BA private apartment in the heart of San Francisco's safe and central Duboce Triangle neighborhood - perfect place for guests seeking an elegant and peaceful stay all within walking distance of the vibrant city life. Unit has beautifully decorated comfy bedroom, dedicated office, fully stacked kitchen for all cooking needs, big living room, bathroom, balcony, fast WiFi. Whole Foods, cafes, bars, restaurants, subway station all within 1-2 blocks. Easy street parking",Western Addition,37.77089,-122.43063,Entire home/apt,2,121,4.89,t,3,228,52,welcome to your gorgeous 1br1ba private apartment in the heart of san franciscos safe and central duboce triangle neighborhood  perfect place for guests seeking an elegant and peaceful stay all within walking distance of the vibrant city life unit has beautifully decorated comfy bedroom dedicated office fully stacked kitchen for all cooking needs big living room bathroom balcony fast wifi whole foods cafes bars restaurants subway station all within 12 blocks easy street parking,74,5.53338948872752,0.5,0.5,0.5,0.4675304486425489,6
611114209229658792,"Enjoy true San Francisco in this beautiful Victorian suite with your private en-suite bathroom in the heart of the city. Best location! Very central but also safe and quiet. Walk everywhere from Market Street to Painted Ladies or take the subway around the corner to anywhere. Then come back home to relax in your spacious room with a comfy bed, sofa and large screen TV. Workstation desk and chair with fast WiFi, microwave and mini fridge are provided in a private setup.",Western Addition,37.76983,-122.43241,Entire home/apt,2,260,4.82,t,8,79,30,enjoy true san francisco in this beautiful victorian suite with your private ensuite bathroom in the heart of the city best location very central but also safe and quiet walk everywhere from market street to painted ladies or take the subway around the corner to anywhere then come back home to relax in your spacious room with a comfy bed sofa and large screen tv workstation desk and chair with fast wifi microwave and mini fridge are provided in a private setup,82,4.948759890378168,0.5,0.5,0.5,0.34134378201205384,6
611411609649826486,CONDO AT 1863 MISSION STREET<br /><br />Address: 1863 Mission St<br />Building: 1863 Mission St<br />Neighborhood: Inner Mission<br />Bedrooms: 2 BR<br />Bathrooms: 1 BA<br />Style: Condo<br />Lease terms: 1-12 months<br /><br /><br />1863 Mission is the brand-new building on the block offering high-tech and luxury living in the heart of the vibrant Mission.  It rises to 7 floors and consists of 37 delightful apartments. Pets ok<br /><br />Webpass  Wi-Fi <br /><br />PG&E is paid $175 per month.  Over $175 per month the tenant is responsible.,Mission,37.76668,-122.42067,Entire home/apt,2,6,4.67,f,30,365,44,condo at 1863 mission street  address 1863 mission st building 1863 mission st neighborhood inner mission bedrooms 2 br bathrooms 1 ba style condo lease terms 112 months   1863 mission is the brandnew building on the block offering hightech and luxury living in the heart of the vibrant mission  it rises to 7 floors and consists of 37 delightful apartments pets ok  webpass  wifi   pge is paid 175 per month  over 175 per month the tenant is responsible,78,5.537334267018537,1.0,0.5,1.0,0.46838189103367156,9
611877965743828424,"Newly remodeled and beautifully arranged two suite garden unit located in the sunny Portola neighborhood of San Francisco.  It is a stylish, relaxing, and conveniently located abode suitable for exploring what the city has to offer with its rich, diverse culture and amazing food.  We look forward to hosting you in our SF home.",Excelsior,37.72674,-122.41468,Entire home/apt,4,76,4.93,t,12,249,44,newly remodeled and beautifully arranged two suite garden unit located in the sunny portola neighborhood of san francisco  it is a stylish relaxing and conveniently located abode suitable for exploring what the city has to offer with its rich diverse culture and amazing food  we look forward to hosting you in our sf home,54,5.5093883366279774,0.5,0.5,0.5,0.46235003118287205,2
612613675454699875,"Beautiful sunny room in safe and clean Inner Richmond of San Francisco. Inside the room will find a comfy twin size bed, desk and chair, closet. Fast internet. In the rest of the apartment, you will find a share sitting area and a fully stacked kitchen with dining area. <br />Coin-operated washers and dryers in the building.<br />Two blocks away are cafes, coffee shops, markets and banks.<br />Neighborhood is very safe and clean.<br />You will share one bath with 2 other roommates.",Outer Richmond,37.78299,-122.48173,Private room,1,7,5.0,t,0,331,19,beautiful sunny room in safe and clean inner richmond of san francisco inside the room will find a comfy twin size bed desk and chair closet fast internet in the rest of the apartment you will find a share sitting area and a fully stacked kitchen with dining area  coinoperated washers and dryers in the building two blocks away are cafes coffee shops markets and banks neighborhood is very safe and clean you will share one bath with 2 other roommates,81,4.007333185232471,1.0,1.0,1.0,0.13814589717236453,15
612614125749763363,"Beautiful sunny room in safe and clean Inner Richmond of San Francisco. Inside the room will find a comfy queen size bed, desk and chair, closet. Fast internet. In the rest of the apartment, you will find a share sitting area and a fully stacked kitchen with dining area. <br />Coin-operated washers and dryers in the building.<br />Two blocks away are cafes, coffee shops, markets and banks.<br />Neighborhood is very safe and clean.<br />You will share one bath with two roommates.",Outer Richmond,37.78239,-122.48029,Private room,1,6,4.83,t,4,334,23,beautiful sunny room in safe and clean inner richmond of san francisco inside the room will find a comfy queen size bed desk and chair closet fast internet in the rest of the apartment you will find a share sitting area and a fully stacked kitchen with dining area  coinoperated washers and dryers in the building two blocks away are cafes coffee shops markets and banks neighborhood is very safe and clean you will share one bath with two roommates,80,4.060443010546419,1.0,1.0,1.0,0.14960914131979866,15
612838241887630901,"Surround yourself with style in this standout space with a 65” HDTV, 16th floor view and designer accents.",Western Addition,37.7813,-122.43354,Entire home/apt,1,8,4.63,f,0,335,29,surround yourself with style in this standout space with a 65 hdtv 16th floor view and designer accents,18,4.787491742782046,1.0,1.0,1.0,0.3065356059698462,6
612858304613790590,"Located within a modern elevator building built in 2018, this 1 bedroom, 1 bathroom condo at San Francisco's most desirable Mission address creates the perfect backdrop for your personal style.<br /><br />Internet <br />Upload speed 200 meg<br />Download speed 200 meg",Mission,37.76111,-122.4209,Entire home/apt,2,12,4.83,f,0,289,34,located within a modern elevator building built in 2018 this 1 bedroom 1 bathroom condo at san franciscos most desirable mission address creates the perfect backdrop for your personal style  internet  upload speed 200 meg download speed 200 meg,39,5.049856007249537,0.5,0.5,0.5,0.36316440490439994,9
613037431723336617,"3RD FLOOR WALK UP, NO ELEVATOR!<br /><br />Walk up 2 flights of outdoor stairs to this cozy place in sunny Potrero Hill. The private guest suite is on the lower level of a 2 story house.",Potrero Hill,37.75539,-122.39977,Entire home/apt,2,99,4.84,t,8,59,34,3rd floor walk up no elevator  walk up 2 flights of outdoor stairs to this cozy place in sunny potrero hill the private guest suite is on the lower level of a 2 story house,35,5.111987788356544,0.5,0.5,1.0,0.3765749512945328,7
613259587470740314,"Welcome to your home in Mission Dolores! This top floor, one bedroom apartment offers the perfect combination of comfort, convenience, and style for your stay in San Francisco. Located between the Castro, Dolores Park, Duboce Triangle, and the Mission! <br /><br />The apartment features a comfortable bedroom with a king-sized bed, a fully equipped kitchen with all the essentials, and a spacious living room perfect for relaxing . You'll also have a dedicated working space with fast Wi-Fi.",Mission,37.76921,-122.42453,Entire home/apt,2,19,5.0,f,4,6,45,welcome to your home in mission dolores this top floor one bedroom apartment offers the perfect combination of comfort convenience and style for your stay in san francisco located between the castro dolores park duboce triangle and the mission   the apartment features a comfortable bedroom with a kingsized bed a fully equipped kitchen with all the essentials and a spacious living room perfect for relaxing  youll also have a dedicated working space with fast wifi,75,5.752572638825633,0.5,0.5,0.5,0.5148390200363717,9
